X1,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
7436,28260442,FALSE,100%,within an hour,7,FALSE,3,Northgate,House,Private room,47.72449582,-122.3359435,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Baby monitor"",""Outlet covers"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$35.00,1,1125,TRUE,moderate,$50.00
743,3821663,FALSE,99%,within an hour,8,FALSE,2,Downtown,Apartment,Entire home/apt,47.60246536,-122.3337837,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",$10.00,1,1125,TRUE,strict_14_with_grace_period,$200.00
4369,19414289,TRUE,100%,within an hour,3,FALSE,2,Other neighborhoods,Guest suite,Entire home/apt,47.67979186,-122.3195006,1,1,1,1,Real Bed,"{TV,Wifi,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""Private entrance"",""Bed linens""}",$60.00,3,180,TRUE,strict_14_with_grace_period,$95.00
2500,12829873,TRUE,100%,within an hour,1,TRUE,4,Queen Anne,Apartment,Entire home/apt,47.63667968,-122.3549005,1,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water""}",$50.00,2,65,FALSE,moderate,$180.00
3975,18194024,TRUE,100%,within an hour,1,TRUE,2,Other neighborhoods,House,Private room,47.52926198,-122.3188823,1,1,1,0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Full kitchen""}",$30.00,1,15,TRUE,moderate,$53.00
511,2486612,FALSE,100%,within an hour,1,TRUE,5,Beacon Hill,Apartment,Entire home/apt,47.57314264,-122.3105479,2,1,1,4,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,Bathtub,""Hot water"",""Luggage dropoff allowed""}",$20.00,1,1125,FALSE,flexible,$100.00
3353,15660373,TRUE,100%,within an hour,131,FALSE,3,Cascade,Serviced apartment,Entire home/apt,47.62010834,-122.3401759,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$75.00,2,1125,TRUE,flexible,$99.00
7303,27706992,TRUE,100%,within an hour,2,FALSE,3,Queen Anne,Guest suite,Entire home/apt,47.62604279,-122.3550022,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Hot water kettle"",""Smart TV"",Netflix,""Outdoor seating"",""Walk-in shower"",""Bedroom comforts"",""Bathroom essentials""}",$55.00,2,10,FALSE,moderate,$190.00
6333,24334462,FALSE,99%,within an hour,521,FALSE,5,Downtown,Apartment,Entire home/apt,47.60439225,-122.3351915,4,2,3,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Lockbox,""Building staff"",""Private living room""}",$159.00,2,1125,TRUE,strict,$420.00
5063,21188538,FALSE,100%,within an hour,1,FALSE,4,Other neighborhoods,House,Entire home/apt,47.67988897,-122.3012797,1,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Babysitter recommendations"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$55.00,2,1125,TRUE,strict_14_with_grace_period,$65.00
6816,25946713,TRUE,100%,within an hour,2,FALSE,4,Downtown,Condominium,Entire home/apt,47.61371128,-122.3481727,1,1,0,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Long term stays allowed""}",$60.00,3,1125,TRUE,moderate,$146.00
6760,25779997,FALSE,99%,within an hour,521,FALSE,3,Downtown,Apartment,Entire home/apt,47.60967644,-122.3418313,2,1,0,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Smart lock""}",$89.00,2,1125,TRUE,strict,$109.00
6613,25206065,FALSE,100%,within an hour,5,TRUE,2,University District,House,Private room,47.66580398,-122.3072102,2,1.5,1,1,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$40.00,1,1125,TRUE,strict_14_with_grace_period,$65.00
7309,27752865,TRUE,100%,within an hour,4,TRUE,2,Central Area,House,Private room,47.60323088,-122.2916387,1,2,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",$50.00,2,14,TRUE,flexible,$100.00
8070,30546141,FALSE,100%,within an hour,3,FALSE,2,Rainier Valley,House,Private room,47.56052344,-122.2910375,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",$20.00,1,1125,TRUE,flexible,$45.00
6776,25790088,FALSE,99%,within an hour,521,FALSE,3,Downtown,Apartment,Entire home/apt,47.61104099,-122.3417035,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Smart lock""}",$89.00,2,1125,TRUE,strict,$119.00
8327,31711259,FALSE,100%,within an hour,4,TRUE,6,Central Area,Apartment,Entire home/apt,47.60299048,-122.3009307,2,1,2,3,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",$80.00,2,1125,TRUE,flexible,$105.00
4919,20885130,FALSE,100%,within an hour,1,TRUE,2,Other neighborhoods,Townhouse,Private room,47.69462209,-122.3747962,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed""}",$10.00,1,1125,FALSE,moderate,$60.00
5756,22543854,FALSE,99%,within an hour,9,TRUE,4,Cascade,Condominium,Entire home/apt,47.62268967,-122.3336871,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other,""Paid parking on premises""}",0,1,1125,TRUE,moderate,$50.00
8205,31281961,TRUE,100%,within an hour,44,TRUE,6,Queen Anne,House,Entire home/apt,47.64021969,-122.3654518,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",$200.00,2,1125,TRUE,strict_14_with_grace_period,$350.00
7005,26641517,FALSE,100%,within an hour,6,TRUE,6,West Seattle,Guest suite,Entire home/apt,47.57533637,-122.4075655,4,1,2,4,Real Bed,"{TV,Wifi,""Free parking on premises"",""Free street parking"",Heating,""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Step-free access""}",$95.00,2,17,TRUE,moderate,$50.00
3677,17046004,FALSE,99%,within an hour,521,FALSE,5,Downtown,Apartment,Entire home/apt,47.61757494,-122.3495402,4,2,2,2,Real Bed,"{TV,Internet,Wifi,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,""Private living room""}",$129.00,2,1125,TRUE,strict,$280.00
5444,22107935,TRUE,100%,within an hour,42,TRUE,8,West Seattle,Townhouse,Entire home/apt,47.55972944,-122.3844225,1,2.5,3,3,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",$165.00,2,180,TRUE,strict_14_with_grace_period,$400.00
3967,18154817,TRUE,100%,within an hour,1,FALSE,2,Capitol Hill,Apartment,Entire home/apt,47.61968192,-122.3244963,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Pets live on this property"",Dog(s),Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access""}",$20.00,2,1125,FALSE,moderate,$99.00
6590,25110702,TRUE,100%,within an hour,5,TRUE,13,Queen Anne,House,Entire home/apt,47.62944017,-122.369028,10,3,5,9,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Hot water kettle"",""Smart TV"",""Mountain view"",Balcony,""Gas oven"",""Formal dining area"",Netflix,""Memory foam mattress"",""Warming drawer"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$275.00,3,1124,FALSE,strict_14_with_grace_period,$595.00
489,2298775,FALSE,75%,within a day,2,TRUE,2,Lake City,House,Private room,47.701453,-122.308225,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$10.00,1,1125,FALSE,moderate,$55.00
3178,14914746,TRUE,100%,within a few hours,1,FALSE,4,Central Area,Guest suite,Entire home/apt,47.60447506,-122.3032758,2,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",$80.00,7,1125,FALSE,strict_14_with_grace_period,$150.00
7246,27509933,TRUE,100%,within an hour,2,FALSE,14,Queen Anne,House,Entire home/apt,47.63217389,-122.3686246,12,3.5,6,8,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Children’s books and toys"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",$325.00,5,14,TRUE,strict_14_with_grace_period,$500.00
684,3551836,FALSE,86%,within a few hours,2,TRUE,4,West Seattle,Apartment,Entire home/apt,47.57771125,-122.3902086,1,1,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",$10.00,2,1125,FALSE,moderate,$100.00
7814,29538427,FALSE,100%,within an hour,7,FALSE,2,Other neighborhoods,House,Private room,47.70450105,-122.3468526,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron}",$40.00,1,1125,TRUE,flexible,$40.00
5007,21025811,FALSE,100%,within an hour,100,FALSE,3,Downtown,Apartment,Entire home/apt,47.60013213,-122.3229414,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed"",""Paid parking on premises""}",$60.00,2,1125,TRUE,strict_14_with_grace_period,$195.00
7569,28638682,FALSE,100%,within an hour,1,FALSE,1,Downtown,Apartment,Entire home/apt,47.61769373,-122.3355551,1,1,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Gym,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers}",0,1,1125,FALSE,strict_14_with_grace_period,$220.00
